"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 11 19:36:43 GMT 2024","Tue Jun 11 19:36:49 GMT 2024","6436","","quinstreet.tests.QuinStreetTest","","quinstreet.tests.QuinStreetTest","verifyApplyingForQAAutomationEngineer","verifyApplyingForQAAutomationEngineer()",""
