"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 11 19:46:13 GMT 2024","Tue Jun 11 19:46:19 GMT 2024","5899","","quinstreet.tests.QuinStreetTest","","quinstreet.tests.QuinStreetTest","verifyApplyingForQAAutomationEngineer","verifyApplyingForQAAutomationEngineer()",""
