"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 11 19:02:39 GMT 2024","Tue Jun 11 19:02:44 GMT 2024","5600","","quinstreet.tests.QuinStreetTest","","quinstreet.tests.QuinStreetTest","verifyApplyingForQAAutomationEngineer","verifyApplyingForQAAutomationEngineer()",""
